Name,City,Latitude,Longitude,Group,Value
Hudson Falls Hydroelectric Project,South Glens Falls,43.2958,-73.5956,Hydro,44.0
Dixon Hydroelectric Dam,Dixon,41.845306,-89.481286,Hydro,3.0
Harris Energy Realty,Holyoke,42.205236,-72.592862,Hydro,0.5
Montgomery Creek Hydro,Montgomery Creek,40.846806,-121.956446,Hydro,2.6
Medway Hydro,Medway,45.6072,-68.5453,Hydro,3.9
Flambeau Crowley Rapids Project,Park Falls,45.8683,-90.5844,Hydro,1.5
Flambeau Lower Project,Park Falls,45.913526,-90.44745999999999,Hydro,1.2
Quinebaug Lower Project,Brooklyn,41.798656,-71.886759,Hydro,2.4
Kaheka Hydro,Puunene,20.8886,-156.3569,Hydro,4.5
Boulder City Silver Lake Hydro,Boulder,39.991310999999996,-105.50003000000001,Hydro,3.3
Springville Hydroelectric,Camarillo,34.2253,-119.0858,Hydro,1.0
South Fork,Klawock,55.56333299999999,-132.89111100000002,Hydro,1.9
Coleman Falls,Coleman Falls,37.5035,-79.3006,Hydro,1.5
Holcomb Rock,Holcomb Rock,37.5035,-79.3006,Hydro,0.6
Gauley River Power Partners,Summersville,38.21921,-80.89061,Hydro,80.0
Mora Drop Hydroelectric Project,Kuna,43.460012,-116.47254,Hydro,0.8
Tiber Dam Hydroelectric Plant,Chester,48.318000000000005,-111.1018,Hydro,7.5
Kasidaya Creek Hydro,Skagway,59.4072,-135.3408,Hydro,3.0
Rancho Penasquitos,San Diego,32.93695,-117.11366899999999,Hydro,4.4
Russell D Smith,Othello,46.7392,-119.1122,Hydro,6.1
Summer Falls Power Plant,Coulee City,47.5025,-119.2917,Hydro,92.0
Eltopia Branch Canal 4.6,Pasco,46.378381,-119.254522,Hydro,2.2
Potholes East Canal 66.0,Pasco,46.378469,-119.254443,Hydro,2.3
Main Canal Headworks,Coulee City,47.6164,-119.2992,Hydro,26.8
Lyons Falls Hydroelectric,Lyons Falls,43.618629999999996,-75.358577,Hydro,5.5
Gouldtown,Lyonsdale,43.612619,-75.339072,Hydro,2.0
Kosterville,Lyonsdale,43.614218,-75.332705,Hydro,1.0
Meldahl Hydroelectric Project,Foster,38.791431,-84.17298199999999,Hydro,105.0
Chester Diversion Hydroelectric Project,Chester,44.018333,-111.583611,Hydro,3.6
Brookfield Power Glen Falls Hydro,Glen Falls,43.308505,-73.636584,Hydro,11.3
Sears Hydroelectric Plant,Rock Island,41.4614,-90.5803,Hydro,1.2
Arrowrock Hydroelectric Project,Boise,43.595,-115.9233,Hydro,16.0
Twin Cities Hydro LLC,St. Paul,44.9156,-93.1994,Hydro,18.0
Lake Dorothy Hydroelectric Project,Juneau,58.2325,-134.0533,Hydro,14.3
White River Lock and Dam 1,Batesville,35.757401,-91.636887,Hydro,4.3
White River Lock and Dam 2,Locust Grove,35.744036,-91.76541800000001,Hydro,3.5
White River Lock and Dam 3,Marcella,35.84361,-91.850521,Hydro,4.3
Orono Hydro Station,Orono,44.8803,-68.6647,Hydro,2.7
Little Quinnesec Falls Hydro Project,Niagara,45.7736,-87.9894,Hydro,9.0
Siphon Drop Power Plant,Winterhaven,32.7792,-114.6344,Hydro,4.4
Cannelton Hydroelectric Plant,Hawesville,37.899722,-86.705833,Hydro,87.9
Smithland Hydroelectric Plant,Smithland,37.169636,-88.41951800000001,Hydro,75.9
Willow Island Hydroelectric Plant,Willow Island,39.35776,-81.31795,Hydro,44.0
Juniper Ridge Hydroelectric Project,Bend,44.142697999999996,-121.269747,Hydro,3.3
Tieton Dam Hydro Electric Project,Rimrock,46.658,-121.1287,Hydro,13.8
Garland Canal Power Plant,Powell,44.7264,-108.8644,Hydro,2.6
SAF Hydroelectric LLC,Minneapolis,44.978889,-93.247777,Hydro,9.6
Turnbull Hydro,Fairfield,47.605278000000006,-112.096944,Hydro,13.0
Lake Hodges Hydroelectric Facility,Escondido,33.058611,-117.119444,Hydro,42.0
Youngs Creek Hydroelectric Project,Monroe,47.7916,-121.8,Hydro,7.9
North Hollywood,Los Angeles,34.194444,-118.39028,Hydro,9.0
Upper Pacolet Hydro,Pacolet,34.921389000000005,-81.74555600000001,Hydro,1.1
Paia Hydroelectric Plant,Paia,20.8867,-156.3378,Hydro,1.3
Fargo Drop,Wilder,43.625,-116.899722,Hydro,1.1
Jordan Hydroelectric Project,Moncure,35.654722,-79.068333,Hydro,4.4
Flint Creek Hydroelectric LLC,Philipsburg,46.2275,-113.294722,Hydro,2.0
Spearfish Hydro,Spearfish,44.478333,-103.854722,Hydro,4.0
45 Mile Hydroelectric Project,Culver,44.528056,-121.152778,Hydro,3.0
C-Drop Hydro,Klamath Falls,42.165833,-121.685,Hydro,1.1
Carter Hydro,Berthoud,40.324166999999996,-105.20888899999999,Hydro,2.6
Oswegatchie,Edwards,44.27,-75.199167,Hydro,1.6
Upper Newton Falls,Newton Falls,44.214444,-74.991389,Hydro,1.4
Mahoning Creek Hydroelectric Project,New Bethlehem,40.921110999999996,-79.281667,Hydro,6.7
Nooksack Hydro,Glacier,48.907778,-121.814167,Hydro,2.8
South Canal Hydro-1,Montrose,38.483333,-107.755,Hydro,3.8
South Canal Hydro-3,Montrose,38.470278,-107.77138899999999,Hydro,3.3
Stuyvesant Falls,Stuyvesant,42.351389000000005,-73.733889,Hydro,4.0
Tri-County Water Hydropower Project,Ridgway,38.239167,-107.75805600000001,Hydro,8.0
Whitman,Ketchikan,55.328056000000004,-131.530833,Hydro,4.8
Allison Creek Hydro,Valdez,61.084444,-146.35333300000002,Hydro,6.5
Ball Mountain Hydro,Jamaica,43.126944,-72.776111,Hydro,2.4
Dorena Hydro-Electric Facility,Cottage Grove,43.786667,-122.958056,Hydro,7.5
Stillwater B,Old Town,44.912667,-68.68383299999999,Hydro,2.4
Orono B,Orono,44.884444,-68.663889,Hydro,3.9
Twin Falls (WI),Florence,45.872778000000004,-88.070833,Hydro,9.2
Granby Hydro,Granby,40.1464,-105.8683,Hydro,1.2
Calligan Creek Hydroelectric Project,Snoqualmie,47.6008,-121.68861000000001,Hydro,6.0
Hancock Creek Hydroelectric Project,Snoqualmie,47.5722,-121.6897,Hydro,6.0
Timothy Lake Powerhouse,Clackamas,45.370546000000004,-121.756527,Hydro,1.1
King Mill,Augusta,33.485245,-81.991203,Hydro,2.0
Tyee Lake Hydroelectric Facility,Wrangell,56.216403,-131.504344,Hydro,22.6
Shavano Falls Hydro,Montrose,38.491966,-108.002283,Hydro,2.8
Shavano Falls Hydro Drop 4,Montrose,38.450483,-107.77672700000001,Hydro,4.5
Drop 5,Montrose,38.404377000000004,-107.81021299999999,Hydro,2.4
Green Island Hydroelectric Station,Green Island,42.748106,-73.69022,Hydro,6.0
Head of U Canal Hydro Project,Jerome,42.7628,-114.3958,Hydro,1.2
Caonillas,Utuado,18.277,-66.656,Hydro,22.0
Dos Bocas,Arecibo,18.337,-66.667,Hydro,15.0
Garzas,Penuelas,18.0733,-66.73,Hydro,12.2
Patillas,Patillas,18.017,-66.01899999999999,Hydro,1.4
Toro Negro,Villalba,18.1317,-66.488,Hydro,8.5
Yauco,Yauco,18.1105,-66.87100000000001,Hydro,34.0
Rio Blanco,Naguabo,18.268,-65.794,Hydro,5.0
Arlington Outlet Hydroelectric Generator,Fort Worth,32.639069,-97.242906,Hydro,1.3
Texon Hydroelectric Project,Russell,42.221412,-72.85964,Hydro,1.5
Seneca Falls Hydroelectric Project,Seneca Falls,42.915299,-76.78671999999999,Hydro,5.1
Waterloo Hydroelectric Project,Waterloo,42.901914,-76.86233,Hydro,1.5
North Gooding Main Hydro,Gooding,43.0451,-114.5588,Hydro,1.3
Jordanelle Dam Hydroelectric Project,Heber,40.596605,-111.42358899999999,Hydro,13.0
Mechanicville Hydroelectric Station,Mechanicville,42.876535,-73.68016899999999,Hydro,3.0
Browns Ferry,Decatur,34.7042,-87.1189,Nuclear,3774.4
Clinton Power Station,Clinton,40.1719,-88.8339,Nuclear,1065.0
Wolf Creek Generating Station,Burlington,38.239259999999994,-95.68978,Nuclear,1225.0
Columbia Generating Station,Richland,46.4711,-119.3339,Nuclear,1163.0
Millstone,Waterford,41.3107,-72.1677,Nuclear,2073.1
Turkey Point,Homestead,25.4356,-80.3308,Nuclear,1658.0
Vogtle,Waynesboro,33.1427,-81.7625,Nuclear,2302.0
Dresden Generating Station,Morris,41.39,-88.27,Nuclear,1797.0
Quad Cities Generating Station,Cordova,41.726110999999996,-90.310278,Nuclear,1819.0
Duane Arnold Energy Center,Palo,42.1011,-91.7781,Nuclear,601.4
Palisades,Covert,42.323,-86.3146,Nuclear,771.6
Fermi,Frenchtown Twp,41.9631,-83.2581,Nuclear,1141.0
Monticello Nuclear Facility,Monticello,45.3338,-93.8493,Nuclear,617.0
Prairie Island,Welch,44.622,-92.6333,Nuclear,1040.0
PSEG Salem Generating Station,Hancocks Bridge,39.4625,-75.5358,Nuclear,2295.1
Indian Point 2,Buchanan,41.270556,-73.9527,Nuclear,1016.1
Nine Mile Point Nuclear Station,Lycoming,43.5211,-76.41,Nuclear,1916.6
Peach Bottom,Delta,39.758936,-76.268742,Nuclear,2450.4
H B Robinson,Hartsville,34.4017,-80.1589,Nuclear,741.0
Oconee,Seneca,34.7939,-82.8986,Nuclear,2554.0
Surry,Surry,37.1661,-76.6986,Nuclear,1676.0
Point Beach Nuclear Plant,Two Rivers,44.2806,-87.5369,Nuclear,1201.1
Waterford 3,Killona,29.995267,-90.471581,Nuclear,1165.4
Donald C Cook,Bridgman,41.975604,-86.565206,Nuclear,2177.0
Joseph M Farley,Columbia,31.2231,-85.1116,Nuclear,1751.0
Palo Verde,Wintersburg,33.3881,-112.8617,Nuclear,3937.0
Calvert Cliffs Nuclear Power Plant,Lusby,38.4344,-76.4417,Nuclear,1725.8
Brunswick Nuclear,Southport,33.9597,-78.0114,Nuclear,1870.0
Harris,New Hill,35.6334,-78.9556,Nuclear,964.0
Perry,Perry,41.8006,-81.1439,Nuclear,1240.0
Braidwood Generation Station,Braceville,41.2435,-88.2286,Nuclear,2337.0
Byron Generating Station,Byron,42.0742,-89.2819,Nuclear,2300.0
LaSalle Generating Station,Marseilles,41.245498,-88.669066,Nuclear,2264.4
Catawba,York,35.0514,-81.0694,Nuclear,2310.2
McGuire,Huntersville,35.4331,-80.9486,Nuclear,2315.6
Beaver Valley,Shippingport,40.6219,-80.4336,Nuclear,1808.0
St Lucie,Jensen Beach,27.348611,-80.24638900000001,Nuclear,1968.0
Edwin I Hatch,Baxley,31.9342,-82.3447,Nuclear,1759.0
Grand Gulf,Port Gibson,32.0081,-91.0478,Nuclear,1401.0
Diablo Canyon,Avila Beach,35.211535999999995,-120.85554199999999,Nuclear,2240.0
TalenEnergy Susquehanna,Berwick,41.0919,-76.1462,Nuclear,2494.0
Limerick,Sanatoga,40.224303000000006,-75.58744,Nuclear,2241.8
James A Fitzpatrick,Lycoming,43.521390000000004,-76.408394,Nuclear,848.1
Seabrook,Seabrook,42.899167,-70.848889,Nuclear,1250.4
PSEG Hope Creek Generating Station,Hancocks Bridge,39.4666,-75.5377,Nuclear,1172.0
R E Ginna Nuclear Power Plant,Ontario,43.2777,-77.3099,Nuclear,582.0
V C Summer,Jenkinsville,34.2983,-81.3153,Nuclear,971.0
Comanche Peak,Glen Rose,32.298365000000004,-97.785515,Nuclear,2400.0
Davis Besse,Oak Harbor,41.5967,-83.0861,Nuclear,894.0
Sequoyah,Soddy Daisy,35.2267,-85.0917,Nuclear,2277.7
Callaway,Fulton,38.758919,-91.778841,Nuclear,1190.0
North Anna,Mineral,38.06,-77.7897,Nuclear,1892.0
South Texas Project,Wadsworth,28.795,-96.0481,Nuclear,2560.0
River Bend,St. Francisville,30.756999999999998,-91.3327,Nuclear,967.5
Watts Bar Nuclear Plant,Spring City,35.6021,-84.7895,Nuclear,2245.0
Cooper Nuclear Station,Brownville,40.3628,-95.6408,Nuclear,770.0
Arkansas Nuclear One,Russellville,35.311,-93.2351,Nuclear,1817.8
Indian Point 3,Buchanan,41.2706,-73.9526,Nuclear,1037.9
Agua Fria,Glendale,33.5561,-112.2153,Solar,0.2
Big Bend,Apollo Beach,27.7944,-82.4036,Solar,19.4
Geneseo,Geneseo,41.451494,-90.148547,Solar,0.9
North Ninth Street,Rochelle,41.9093,-89.0498,Solar,0.3
Osage (IA),Osage,43.279722,-92.810556,Solar,0.8
E W Brown,Harrodsburg,37.788309999999996,-84.71257,Solar,10.0
Lon Wright,Fremont,41.4281,-96.4623,Solar,2.3
Yankee Street,Centerville,39.603,-84.2047,Solar,1.1
Mustang,Oklahoma City,35.469879999999996,-97.67498,Solar,2.5
Greenwood (MO),Greenwood,38.8615,-94.2982,Solar,3.0
Shrewsbury,Shrewsbury,42.2747,-71.7172,Solar,3.0
Springerville,Springerville,34.3186,-109.1639,Solar,13.4
General Electric Aircraft Engines,Lynn,42.45,-70.9739,Solar,2.1
Merck Rahway Power Plant,Rahway,40.615615999999996,-74.26529000000001,Solar,0.4
Sunray 2,Daggett,34.863356,-116.827627,Solar,20.0
Sunray 3,Daggett,34.863356,-116.827627,Solar,13.8
SEGS III,Boron,35.00694,-117.555768,Solar,36.0
SEGS IV,Boron,35.012166,-117.555672,Solar,36.0
SEGS V,Boron,35.01948,-117.55553,Solar,36.0
SEGS VI,Boron,35.020981,-117.566079,Solar,36.0
SEGS VII,Boron,35.014835999999995,-117.565903,Solar,36.0
SEGS VIII,Hinkley,35.0308,-117.3563,Solar,88.0
SEGS IX,Hinkley,35.033,-117.338,Solar,88.0
Deer Island Treatment Plant,Winthrop,42.353333,-70.962778,Solar,0.1
San Diego State University,San Diego,32.778225,-117.07011399999999,Solar,0.8
Stillwater Facility,Fallon,39.547537,-118.555613,Solar,21.8
Bayville Central Facility,Bayville,39.909424,-74.17804100000001,Solar,0.2
Prescott Airport,Prescott,34.6584,-112.4008,Solar,2.1
Wild Horse,Ellensburg,47.036269,-120.20649399999999,Solar,0.5
Nevada Solar One,Boulder City,35.799797999999996,-114.98173,Solar,68.5
SunE Alamosa,Hooper,37.690304,-105.880501,Solar,7.7
Western 102 Power Plant,McCarran,39.5603,-119.5108,Solar,1.0
Nellis Air Force Base Solar Array,Las Vegas,36.260278,-115.0544,Solar,14.0
Lanai Solar-Electric Plant,Lanai City,20.7667,-156.9233,Solar,1.2
CalRenew-1,Mendota,36.7575,-120.3658,Solar,5.0
Solana Generating Station,Gila Bend,32.922294,-112.95593999999998,Solar,295.6
CSU Fresno Solar Project,Fresno,36.809841,-119.741665,Solar,1.0
ELACC Photovoltaic Power Facility,Los Angeles,34.040278,-118.14805600000001,Solar,0.8
Denver Int Airport,Denver,39.836789,-104.697149,Solar,1.9
Bolthouse S&P and Rowen Farms Solar,Palmdale,34.5644,-117.6933,Solar,1.2
Sacramento Soleil LLC,Wilton,38.44979,-121.16469,Solar,1.0
Hall's Warehouse Solar Project,South Plainfield,40.573708,-74.394414,Solar,1.6
Pennsauken Solar,Pennsauken,39.9894,-75.04,Solar,3.9
Warren County Solar,Belvidere,40.788957,-75.10696999999999,Solar,2.0
PPL Renewable Energy Merck Solar,Summit,40.727385999999996,-74.3783,Solar,1.7
Atlantic City Convention Center,Atlantic City,39.3639,-74.4408,Solar,2.0
Gap Pacific Distribution Center,Fresno,36.7839,-119.7094,Solar,1.2
SAS Solar Farm,Cary,35.8136,-78.7503,Solar,2.0
"Imperial Valley Solar, LLC",Calexico,32.671099,-115.58726499999999,Solar,199.9
WWRF Solar Plant,Rifle,39.522904,-107.81341,Solar,1.3
DeSoto Next Generation Solar Energy,Arcadia,27.3232,-81.8019,Solar,25.0
Space Coast Next Gen Solar Energy,Merritt Island,28.4586,-80.6811,Solar,10.0
SunEdison LV Sutton Plant Site,Wilmington,34.2867,-77.9814,Solar,1.2
Solar Blythe LLC,Blythe,33.5917,-114.7444,Solar,21.0
CM10,Boulder City,35.7881,-114.9933,Solar,10.0
QVC Inc,Rocky Mount,35.9222,-77.6731,Solar,3.9
MF Mesa Lane LLC,Morrisville,40.1483,-74.7772,Solar,3.0
Solar Photovoltaic Project #02,Chino,33.985244,-117.700826,Solar,1.0
SunEdison Walgreens Moreno Valley,Moreno Valley,33.8672,-117.23,Solar,0.9
Mariani Packing Vacaville Solar,Vacaville,38.400079999999996,-121.96366,Solar,0.9
Walgreens Woodland Distribution Center,Woodland,38.674894,-121.71336200000002,Solar,0.9
SunEdison Ironwood State Prison,Blythe,33.567268,-114.917979,Solar,0.9
SunEdison Procter & Gamble Oxnard,Oxnard,34.2089,-119.13,Solar,0.8
Kohls San Bernardino Solar Facility,San Bernardino,34.094695,-117.26683100000001,Solar,0.9
SunEdison Anheuser Busch Fairfield,Fairfield,38.232108000000004,-122.092706,Solar,0.9
Chuckawalla Valley State Prison,Blythe,33.565329,-114.90362900000001,Solar,0.9
SunEdison Walmart Apple Valley DC,Apple Valley,34.5975,-117.2,Solar,0.9
Vaca Dixon Solar Station,Vacaville,38.4106,-121.9264,Solar,2.0
Ivanpah 2,Nipton,35.556111,-115.46861100000001,Solar,133.4
Ivanpah 1,Nipton,35.533056,-115.4525,Solar,133.0
Ivanpah 3,Nipton,35.580833,-115.4825,Solar,133.4
Calpine Vineland Solar LLC,Vineland,39.4636,-75.0667,Solar,4.1
RV CSU Power LLC,Fort Collins,40.591099,-105.145904,Solar,1.9
Exelon Solar Chicago,Chicago,41.6758,-87.6514,Solar,9.0
Blue Wing Solar Energy Generation,San Antonio,29.304177000000003,-98.400339,Solar,13.5
Shelby Solar Energy Generation Facility,Shelby,35.2536,-81.5956,Solar,1.0
Jacksonville Solar,Jacksonville,30.320748,-81.956377,Solar,12.5
Wyandot Solar Farm,Upper Sandusky,40.8795,-83.317072,Solar,10.0
PSEG Hackettstown,Hackettstown,40.860628999999996,-74.822935,Solar,2.2
CM48,Boulder City,35.7814,-114.9933,Solar,48.0
Crayola Solar Project,Easton,40.760545,-75.238452,Solar,2.8
Solar Photovoltaic Project #03,Rialto,34.094279,-117.40011299999999,Solar,1.0
Solar Photovoltaic Project #05,Redlands,34.086276,-117.230571,Solar,2.5
Solar Photovoltaic Project #06,Ontario,34.041389,-117.57305500000001,Solar,2.0
Solar Photovoltaic Project #07,Redlands,34.086110999999995,-117.2275,Solar,2.5
Solar Photovoltaic Project #08,Ontario,34.041944,-117.565,Solar,2.0
Solar Photovoltaic Project #09,Ontario,34.042778000000006,-117.571666,Solar,1.0
Solar Photovoltaic Project #10,Fontana,34.075,-117.516944,Solar,1.5
Solar Photovoltaic Project #11,Redlands,34.075833,-117.24138799999999,Solar,3.5
Solar Photovoltaic Project #12,Ontario,34.042221999999995,-117.56166599999999,Solar,0.5
Solar Photovoltaic Project #13,Redlands,34.083498999999996,-117.23557,Solar,3.5
Solar Photovoltaic Project #15,Fontana,34.079167,-117.51666599999999,Solar,3.5
Solar Photovoltaic Project #16,Redlands,34.085556,-117.23361100000001,Solar,1.5
Solar Photovoltaic Project #17,Fontana,34.072778,-117.50333300000001,Solar,3.5
Solar Photovoltaic Project #18,Fontana,34.083333,-117.51638799999999,Solar,1.5
Solar Photovoltaic Project #23,Fontana,34.080833,-117.52027700000001,Solar,2.5
Solar Photovoltaic Project #22,Redlands,34.08,-117.2114,Solar,2.0
Cimarron Solar Facility,Springer,36.468078000000006,-104.63565899999999,Solar,30.0
Solar Photovoltaic Project #26,Rialto,34.131214,-117.425324,Solar,6.0
Solar Photovoltaic Project #27,Rialto,34.131111,-117.42166599999999,Solar,2.0
Solar Photovoltaic Project #28,San Bernardino,34.094167,-117.274166,Solar,3.5
Victor Valley CC CPV Solar,Victorville,34.48017,-117.257938,Solar,1.0
PA Solar Park,Nesquehoning,40.860141999999996,-75.85220600000001,Solar,10.0
Dorchester Solar Site,Dorchester,42.300802000000004,-71.04717099999999,Solar,1.0
Haverhill Solar Power Project,Haverhill,42.781056,-71.092562,Solar,0.8
NEDC Solar Site,Whitinsville,42.105237,-71.702979,Solar,0.8
Crescent Dunes Solar Energy,Tonopah,38.238889,-117.36361000000001,Solar,110.0
Aqua Ingrams Mill,West Chester,39.9647,-75.6578,Solar,0.9
Alpine Solar,Lancaster,34.7892,-118.5047,Solar,66.0
Adelanto Solar Project,Adelanto,34.550833000000004,-117.435277,Solar,10.0
Pine Tree Solar Project,Owenyo,35.229634999999995,-118.1957,Solar,8.5
Maclay Solar Project,Sylmar,34.319722,-118.430833,Solar,2.2
Pacific Cruise Ship Terminals Berth 93,San Pedro,33.7331,-118.27722,Solar,1.1
1420 Coil Av #C,Wilmington,33.794283,-118.241405,Solar,1.3
Occidental College Solar Project,Los Angeles,34.1283,-118.206903,Solar,1.0
Metro Support Services Center Solar,Los Angeles,34.0578,-118.229722,Solar,1.2
Los Angeles Harbor College,Wilmington,33.783102,-118.28493,Solar,2.2
San Luis Valley Solar Ranch,Mosca,37.694534999999995,-105.927622,Solar,35.0
"Poseidon Solar, LLC",Globe,33.160601,-111.48401100000001,Solar,20.0
Mayberry Solar LLC,Mt. Airy,36.476667,-80.601111,Solar,1.2
Sierra SunTower Solar Gen Station,Lancaster,34.7306,-118.135,Solar,3.2
Kent County Wastewater Treatment Solar,Milford,38.993056,-75.4375,Solar,1.2
Mojave Solar Project,Hinkley,35.017717,-117.33914399999999,Solar,275.0
DE Solar 10240 Old Dowd Rd,Charlotte,35.2458,-80.9967,Solar,1.9
DE Solar 657 Brigham Rd,Greensboro,36.1053,-79.9692,Solar,1.3
DE Solar 1725 Drywall Dr,Mt. Holly,35.3261,-80.9967,Solar,1.0
Dover Sun Park,Dover,39.183611,-75.50444399999999,Solar,10.0
Roadrunner Solar,Santa Teresa,31.792778000000002,-106.67333300000001,Solar,20.0
Panoche Valley Solar Farm,Paicines,36.78005,-120.729752,Solar,140.0
Silver Lake Solar Farm,Edison,40.494803999999995,-74.399511,Solar,1.7
Trenton Solar Farm,Trenton,40.2314,-74.7539,Solar,1.0
Avenal Park,Avenal,35.989722,-120.11,Solar,6.0
Sun City Project LLC,Avenal,35.983056,-120.110277,Solar,20.0
Sand Drag LLC,Avenal,35.982778,-120.110277,Solar,19.0
Morgantown Solar Park,Morgantown,40.152069,-75.865916,Solar,1.6
510 REPP One,Garysburg,36.4972,-77.6058,Solar,1.3
Pocono Solar Project,Long Pond,41.061021999999994,-75.514924,Solar,3.0
Cogentrix of Alamosa,Mosca,37.598579,-105.955832,Solar,30.0
Questa Solar Facility,Questa,36.716944,-105.60943999999999,Solar,1.0
Bellevue Solar Project,Amnity,45.112221999999996,-123.23472199999999,Solar,1.6
Agua Caliente Solar Project,Dateland,32.9774,-113.4945,Solar,347.7
Greater Sandhill I,Mosca,37.685466999999996,-105.8909,Solar,19.0
AV Solar Ranch One,Lancaster,34.780278,-118.42443999999999,Solar,241.5
Linden Solar Farm,Linden,40.62,-74.2144,Solar,2.7
Yardville Solar Farm,Hamilton,40.168811,-74.656719,Solar,3.6
WEA Texas Bayonne,Bayonne,40.6772,-74.0919,Solar,1.5
Matrix Buildings A&B (Perth Amboy) Solar,Perth Amboy,40.534393,-74.269998,Solar,2.5
GSK York RDC Solar Facility,York,40.043856,-76.735474,Solar,1.6
UASTP I,Tucson,32.096973,-110.8106,Solar,1.2
Genesis Solar Energy Project,Blythe,33.665,-114.99805500000001,Solar,250.0
Dow Jones South Brunswick Solar,Monmouth Junction,40.369772,-74.58685,Solar,4.1
Taylorsville Solar LLC,Taylorsville,35.909074,-81.152498,Solar,1.0
Knouse Solar Project 1,Gardners,40.0264,-77.2344,Solar,2.8
Yolo County Solar Project,Woodland,38.659721999999995,-121.7294,Solar,1.0
Solar Star North Carolina II LLC,Murfreesboro,36.425,-77.064,Solar,5.0
"Solar Park Gainesville, LLC",Gainesville,29.700407000000002,-82.337828,Solar,1.6
California Valley Solar Ranch,California Valley,35.323739,-119.91663,Solar,249.8
Solar Photovoltaic Project #42,Tulare,36.028056,-119.074722,Solar,5.0
Silver State Solar Power North,Primm,35.793056,-115.35028,Solar,50.0
Pilesgrove,Pilesgrove,39.613028,-75.309477,Solar,17.7
Solar Borrego I,Borrego Springs,33.298889,-116.35083,Solar,26.0
145 Talmadge Solar,Edison,40.535787,-74.39126800000001,Solar,3.8
"Martins Creek Solar NC, LLC",Murphy,35.020415,-84.015676,Solar,0.9
Napoleon Solar I,Napoleon,41.388431,-84.09584100000001,Solar,8.0
Romark PA Solar,Hazle Township,40.936111,-76.038888,Solar,1.8
Murray Hill Solar,New Providence,40.684444,-74.404444,Solar,1.0
Dartmouth Solar,Dartmouth,41.715804,-70.974448,Solar,1.6
Chittenden County Solar Partners,South Burlington,44.436111,-73.14527700000001,Solar,2.2
Flemington Solar,Flemington,40.483888,-74.856666,Solar,7.9
Frenchtown I Solar,Frenchtown,40.521667,-75.012222,Solar,3.0
Frenchtown II Solar,Frenchtown,40.514444,-74.97694399999999,Solar,3.0
Lebanon Solar,Glen Gardner,40.675833000000004,-74.912222,Solar,2.0
Imperial Solar Energy Center South,Calexico,32.663289,-115.65828400000001,Solar,128.9
Imperial Solar Energy Center West,Seeley,32.772225,-115.779311,Solar,148.7
Masser Farms Realty Solar,Sacramento,40.640556,-76.605417,Solar,1.0
Stroud Solar Station,Helm,36.531389000000004,-120.106944,Solar,20.0
Five Points Solar Station,Five Points,36.400278,-120.103333,Solar,15.0
Westside Solar Station,Five Points,36.378726,-120.124898,Solar,15.0
FRV SI Transport Solar LP,Sacramento,38.4869,-121.3911,Solar,1.0
RV CSU Power II LLC,Fort Collins,40.592841,-105.147097,Solar,3.0
Carson Solar I,Colorado Springs,38.7228,-104.7817,Solar,1.5
Trexlertown Solar Array North and South,Allentown,40.556211,-75.593873,Solar,1.9
Giffen,TBD,36.530278,-120.316111,Solar,10.0
Cantua Solar Station,TBD,36.425084999999996,-120.343543,Solar,20.0
Huron Solar Station,Huron,36.181389,-120.030555,Solar,20.0
Roger Road WWTP,Tucson,32.2894,-111.0331,Solar,0.9
Kapaa Photovoltaic Project,Kapaa,22.080416,-159.331599,Solar,1.0
Solar Photovoltaic Project #32,Ontario,34.031667,-117.57194399999999,Solar,1.5
Solar Photovoltaic Project #33,Ontario,34.0325,-117.569166,Solar,1.0
AFA Solar Farm,Colorado Springs,38.957901,-104.806627,Solar,5.5
La Senita,Kingman,35.241675,-114.00459099999999,Solar,1.0
Sunset Reservoir North Basin,San Francisco,37.750894,-122.48175800000001,Solar,4.5
Chino Solar Valley,Chino Valley,34.71843,-112.42898999999998,Solar,19.0
Cotton Center Solar Hybrid,Gila Bend,33.034721999999995,-112.661667,Solar,17.0
Paloma Solar Hybrid,Gila Bend,33.021111,-112.66138899999999,Solar,17.6
Hyder Solar Hybrid,Hyder,33.025659999999995,-113.34397,Solar,22.0
"RP-Orlando, LLC",Orlando,28.488889,-81.182222,Solar,5.1
Albuquerque Solar Energy Center,Albuquerque,35.168957,-106.60005,Solar,2.0
Los Lunas Solar Energy Center,Los Lunas,34.833135999999996,-106.77241299999999,Solar,7.0
ETS Ewing Solar Facility,Ewing,40.281801,-74.793638,Solar,1.3
Deming Solar Energy Center,Deming,32.165833,-107.75056000000001,Solar,9.0
Las Vegas Solar Energy Center,Las Vegas,35.643333,-105.206667,Solar,5.0
Alamogordo Solar Energy Center,Alamogordo,32.86571,-105.999775,Solar,4.9
Robert O Schulz Solar Farm,Oakdale,37.8583,-120.8917,Solar,1.3
Broadridge Cogen,El Dorado Hills,38.6183,-121.0564,Solar,0.8
Matrix Stults Road Solar Facility,South Brunswick,40.3622,-74.4797,Solar,2.6
Long Island Solar Farm LLC,Upton,40.861111,-72.84777700000001,Solar,31.5
"Hatch Solar Energy Center I, LLC",Hatch,32.63,-107.259722,Solar,5.0
500 Virginia Solar,Ft. Washington,40.139167,-75.19166700000001,Solar,1.0
City & County of Denver at Denver Int'l,Denver,39.904133,-104.65418299999999,Solar,3.4
