Name,City,Latitude,Longitude,Group,Value
North Ninth Street,Rochelle,41.9093,-89.0498,Natural_gas,12.5
South Main Street,Rochelle,41.9092,-89.0504,Natural_gas,3.6
Waterloo,Waterloo,38.334786,-90.158939,Natural_gas,13.2
Winnetka,Winnetka,42.115589,-87.731025,Natural_gas,28.2
Marion,Marion,37.619747,-88.953114,Natural_gas,140.0
Harding Street,Indianapolis,39.711319,-86.196867,Natural_gas,906.0
Eagle Valley (IN),Martinsville,39.485170000000004,-86.4183,Natural_gas,644.0
CC Perry K,Indianapolis,39.7631,-86.1667,Natural_gas,16.4
Bailly,Chesterton,41.645,-87.1225,Natural_gas,31.0
Cayuga,Cayuga,39.9242,-87.4244,Natural_gas,80.0
Noblesville,Noblesville,40.0969,-85.9714,Natural_gas,264.0
Butler-Warner Generation Plant,Fayetteville,35.0986,-78.8294,Natural_gas,225.0
Rensselaer City Light Plant,Rensselaer,40.939528,-87.154472,Natural_gas,13.1
Marshalltown,Marshalltown,42.0474,-92.859444,Natural_gas,173.8
Prairie Creek,Cedar Rapids,41.944039000000004,-91.639167,Natural_gas,110.1
Coralville GT,Coralville,41.671877,-91.563999,Natural_gas,66.3
Riverside,Bettendorf,41.54,-90.4481,Natural_gas,113.7
River Hills,Des Moines,41.590218,-93.619499,Natural_gas,117.6
Merl Parr,Charles City,43.0563,-92.6932,Natural_gas,33.0
Burlington (IA),Burlington,40.7412,-91.116667,Natural_gas,47.0
Ames Electric Services Power Plant,Ames,42.0258,-93.6089,Natural_gas,95.2
Atlantic,Atlantic,41.409,-95.0,Natural_gas,9.8
Bloomfield,Bloomfield,40.7031,-92.4253,Natural_gas,6.5
Gas Turbine (IA),Cedar Falls,42.512,-92.476,Natural_gas,42.4
Streeter Station,Cedar Falls,42.5267,-92.4394,Natural_gas,55.5
Estherville,Estherville,43.4028,-94.8433,Natural_gas,12.6
Maquoketa 1,Maquoketa,42.035556,-90.665,Natural_gas,16.9
Montezuma,Montezuma,41.586026000000004,-92.5228,Natural_gas,4.1
New Hampton,New Hampton,43.0689,-92.3201,Natural_gas,13.5
Osage (IA),Osage,43.279722,-92.810556,Natural_gas,9.1
Preston (IA),Preston,42.0507,-90.3942,Natural_gas,1.8
Sibley One,Sibley,43.405,-95.7261,Natural_gas,4.8
Summit Lake,Creston,41.1136,-94.3472,Natural_gas,76.6
Earl F Wisdom,Spencer,43.1606,-95.2569,Natural_gas,113.5
Colby,Colby,39.403001,-101.038202,Natural_gas,13.0
Cimarron River,Liberal,37.1611,-100.7619,Natural_gas,65.7
Fort Dodge,Dodge City,37.7328,-99.9497,Natural_gas,146.7
Great Bend - Sunflower,Great Bend,38.41,-98.8689,Natural_gas,92.7
Riverton,Riverton,37.072616,-94.698704,Natural_gas,294.0
Gordon Evans Energy Center,Colwich,37.7903,-97.52166700000001,Natural_gas,294.0
Hutchinson Energy Center,Hutchinson,38.0906,-97.87472199999999,Natural_gas,157.0
Anthony,Anthony,37.1517,-98.0311,Natural_gas,11.1
Ashland,Ashland,37.193787,-99.76307299999999,Natural_gas,1.3
Augusta Electric Plant No 1,Augusta,37.678453999999995,-96.97193,Natural_gas,8.5
Burlingame,Burlingame,38.7551,-95.8368,Natural_gas,3.6
Burlington (KS),Burlington,38.193441,-95.749953,Natural_gas,5.8
Chanute 2,Chanute,37.6953,-95.4586,Natural_gas,46.0
Clay Center,Clay Center,39.373965999999996,-97.127211,Natural_gas,29.7
Coffeyville,Coffeyville,37.037344,-95.612689,Natural_gas,53.0
Girard,Girard,37.507709000000006,-94.839318,Natural_gas,9.5
Goodland,Goodland,39.341621999999994,-101.705188,Natural_gas,15.4
Hill City,Hill City,39.3582,-99.8417,Natural_gas,6.2
Hoisington,Hoisington,38.513000000000005,-98.7747,Natural_gas,13.0
Holton,City of Holton,39.4735,-95.73155,Natural_gas,6.0
Iola,Iola,37.923076,-95.425572,Natural_gas,10.0
Kaw,Kansas City,39.0867,-94.651389,Natural_gas,140.3
Kingman Municipal Power and Light Plant,Kingman,37.383109999999995,-98.070364,Natural_gas,18.0
McPherson 2,McPherson,38.363411,-97.68335,Natural_gas,102.5
Meade,Meade,37.285176,-100.332438,Natural_gas,5.1
Minneapolis City of,Minneapolis,39.1194,-97.7086,Natural_gas,6.2
Osage City,Osage City,38.633183,-95.827658,Natural_gas,10.1
Osborne,Osborne,39.441978999999996,-98.69029599999999,Natural_gas,1.4
Ottawa,Ottawa,38.615579,-95.279742,Natural_gas,26.0
Pratt,Pratt,37.6359,-98.7433,Natural_gas,13.0
Russell Downtown,Russell,38.893333,-98.856944,Natural_gas,9.4
Sabetha Power Plant,Sabetha,39.904922,-95.80336700000001,Natural_gas,4.1
Sharon Spring,Sharon Springs,38.890552,-101.751525,Natural_gas,3.0
Stockton,Stockton,39.43619,-99.27793,Natural_gas,5.0
Wamego,Wamego,39.1992,-96.3086,Natural_gas,15.2
Wellington 1,Wellington,37.261371999999994,-97.4057,Natural_gas,19.5
West 14th Street,Winfield,37.2354,-97.01100000000001,Natural_gas,11.1
Garden City,Garden City,37.9703,-100.8956,Natural_gas,203.3
Big Sandy,Louisa,38.1707,-82.6176,Natural_gas,260.0
E W Brown,Harrodsburg,37.788309999999996,-84.71257,Natural_gas,906.0
Haefling,Lexington,38.0794,-84.5194,Natural_gas,24.0
Cane Run,Louisville,38.1831,-85.8892,Natural_gas,663.0
Paddys Run,Louisville,38.223592,-85.84170400000001,Natural_gas,182.0
Zorn,Louisville,38.280278,-85.702331,Natural_gas,14.0
Paradise,Drakesboro,37.2608,-86.9783,Natural_gas,1100.0
Robert A Reid,Robards,37.6461,-87.5019,Natural_gas,58.0
Louisiana 2,Baton Rouge,30.4922,-91.1864,Natural_gas,138.0
R S Nelson,Westlake,30.2844,-93.2911,Natural_gas,424.7
Coughlin Power Station,St Landry,30.8439,-92.261111,Natural_gas,729.5
Teche,Baldwin,29.822221999999996,-91.5425,Natural_gas,365.0
Little Gypsy,La Place,30.005066999999997,-90.461694,Natural_gas,940.4
Nine Mile Point,Westwego,29.9472,-90.1458,Natural_gas,2034.8
Sterlington,Sterlington,32.7047,-92.0792,Natural_gas,95.2
Arsenal Hill,Shreveport,32.5181,-93.7611,Natural_gas,110.0
Lieberman,Mooringsport,32.7047,-93.9597,Natural_gas,243.0
Houma,Houma,29.5806,-90.7225,Natural_gas,67.5
New Roads,New Roads,30.726111,-91.36833299999999,Natural_gas,7.0
Big Cajun 1,Jarreau,30.6739,-91.3556,Natural_gas,430.0
Herbert A Wagner,Baltimore,39.1781,-76.5268,Natural_gas,126.0
Notch Cliff,Baltimore,39.4217,-76.5087,Natural_gas,116.7
Perryman,Harford County,39.442836,-76.221761,Natural_gas,248.8
Westport,Baltimore,39.266040000000004,-76.629537,Natural_gas,115.8
Chalk Point LLC,Aquasco,38.5444,-76.6861,Natural_gas,1585.0
Dickerson,Dickerson,39.2097,-77.4644,Natural_gas,294.0
Mystic Generating Station,Charlestown,42.3908,-71.0675,Natural_gas,1417.3
Kendall Square Station,Cambridge,42.3633,-71.0792,Natural_gas,206.0
Canal,Sandwich,41.7694,-70.5097,Natural_gas,330.0
Essential Power Massachusetts LLC,West Springfield,42.095,-72.595,Natural_gas,171.2
Potter Station 2,Braintree,42.235,-70.9672,Natural_gas,183.3
High Street Station,Ipswich,42.6986,-70.8697,Natural_gas,8.6
Waters River,Peabody,42.542949,-70.928314,Natural_gas,46.6
Cleary Flood Hybrid,Taunton,41.8653,-71.1061,Natural_gas,103.0
Dan E Karn,Essexville,43.644996,-83.840074,Natural_gas,1203.0
Delray,Detroit,42.2947,-83.1019,Natural_gas,127.0
Hancock,Commerce Twp,42.5497,-83.4425,Natural_gas,128.0
Northeast (MI),Warren,42.45,-83.0381,Natural_gas,77.0
St Clair,East China Twp,42.7642,-82.4719,Natural_gas,19.0
Grand Haven Diesel Plant,Grand Haven,43.0598,-86.2379,Natural_gas,8.4
Hart,Hart,43.704076,-86.366256,Natural_gas,1.4
Hillsdale,Hillsdale,41.9061,-84.6319,Natural_gas,11.6
Marshall (MI),Marshall,42.2717,-84.9411,Natural_gas,9.8
Wyandotte,Wyandotte,42.2081,-83.1453,Natural_gas,72.0
Zeeland,Zeeland,42.8067,-86.0558,Natural_gas,23.7
George Johnson,Hersey,43.8393,-85.426,Natural_gas,48.7
Claude Vandyke,Dorr,42.731,-85.8551,Natural_gas,20.2
Vestaburg,Vestaburg,43.4016,-84.9141,Natural_gas,18.5
Syl Laskin,Hoyt Lakes,47.5306,-92.1619,Natural_gas,88.9
Black Dog,Burnsville,44.8108,-93.2501,Natural_gas,494.0
High Bridge,St. Paul,44.9314,-93.1117,Natural_gas,530.0
Inver Hills,Inver Grove Heights,44.781000000000006,-93.042,Natural_gas,282.0
Riverside (MN),Minneapolis,45.0203,-93.2753,Natural_gas,454.0
Delano,Delano,45.041378,-93.790522,Natural_gas,3.5
Fairmont (MN),Fairmont,43.6579,-94.4647,Natural_gas,26.0
Hutchinson Plant #1,Hutchinson,44.895740999999994,-94.368433,Natural_gas,49.7
Moose Lake,Moose Lake,46.454097,-92.76055699999999,Natural_gas,2.0
Mora,Mora,45.877088,-93.295137,Natural_gas,6.9
New Prague,New Prague,44.5431,-93.5731,Natural_gas,16.8
New Ulm,New Ulm,44.3159,-94.4581,Natural_gas,22.6
Owatonna,Owatonna,44.0833,-93.23,Natural_gas,16.6
Preston (MN),Preston,43.6661,-92.0831,Natural_gas,3.3
Redwood Falls,Redwood Falls,44.5431,-95.1178,Natural_gas,6.0
Willmar,Willmar,45.121705,-95.053236,Natural_gas,23.3
Cambridge CT,Cambridge,45.601000000000006,-93.2081,Natural_gas,154.2
Elk River,Elk River,45.296797,-93.558447,Natural_gas,196.5
Chevron Oil,Pascagoula,30.34,-88.4919,Natural_gas,132.0
Sweatt,Meridian,32.2925,-88.7461,Natural_gas,32.0
Jack Watson,Gulfport,30.4392,-89.0286,Natural_gas,749.0
Baxter Wilson,Vicksburg,32.2831,-90.9306,Natural_gas,529.8
L L Wilkins,Clarksdale,34.1845,-90.562662,Natural_gas,49.5
Yazoo,Yazoo City,32.8458,-90.4211,Natural_gas,33.3
Moselle,Moselle,31.528000000000002,-89.3004,Natural_gas,477.0
Hawthorn,Kansas City,39.1306,-94.4778,Natural_gas,387.9
Ralph Green,Pleasant Hill,38.78758,-94.277689,Natural_gas,70.9
Lake Road (MO),St Joseph,39.7246,-94.8773,Natural_gas,201.2
Meramec,St. Louis,38.4017,-90.3358,Natural_gas,281.0
Carrollton,Carrollton,39.3515,-93.5016,Natural_gas,17.7
Carthage,Carthage,37.176646000000005,-94.29943100000001,Natural_gas,35.7
Chillicothe,Chillicothe,39.783388,-93.564112,Natural_gas,80.0
Columbia (MO),Columbia,38.964646,-92.31676800000001,Natural_gas,47.5
Fulton (MO),Fulton,38.868095000000004,-91.94778000000001,Natural_gas,15.0
Higginsville,Higginsville,39.073315,-93.714748,Natural_gas,37.5
Blue Valley,Independence,39.0919,-94.3261,Natural_gas,93.0
Station H,Independence,39.1067,-94.3804,Natural_gas,39.0
Kahoka,Kahoka,40.4225,-91.7206,Natural_gas,2.9
Kennett,Kennett,36.2338,-90.0521,Natural_gas,28.2
Marshall (MO),Marshall,39.1228,-93.2064,Natural_gas,26.6
James River Power Station,Springfield,37.108610999999996,-93.261944,Natural_gas,308.0
Glendive GT,Glendive,47.0539,-104.74,Natural_gas,74.9
Miles City GT,Miles City,46.4112,-105.7953,Natural_gas,23.6
Ansley,Ansley,41.289184999999996,-99.386336,Natural_gas,0.8
Auburn,Auburn,40.3883,-95.8464,Natural_gas,17.5
Beaver City,Beaver City,40.130303999999995,-99.827772,Natural_gas,1.1
Broken Bow,Broken Bow,41.4031,-99.6392,Natural_gas,7.2
Canaday,Lexington,40.6942,-99.7011,Natural_gas,99.3
Crete,Crete,40.6253,-96.9601,Natural_gas,6.0
Curtis,Curtis,40.631453,-100.51516099999999,Natural_gas,3.0
David City,David City,41.254652,-97.119202,Natural_gas,4.0
Emerson,Emerson,42.276,-96.7292,Natural_gas,1.5
Falls City,Falls City,40.055,-95.6083,Natural_gas,27.7
Franklin (NE),Franklin,40.0892,-98.9508,Natural_gas,3.9
Lon Wright,Fremont,41.4281,-96.4623,Natural_gas,38.0
C W Burdick,Grand Island,40.9228,-98.3269,Natural_gas,81.6
Don Henry,Hastings,40.583155,-98.420055,Natural_gas,18.0
North Denver,Hastings,40.598839,-98.38863,Natural_gas,41.0
Laurel,Laurel,42.430539,-97.090814,Natural_gas,2.9
J Street,Lincoln,40.80788,-96.710667,Natural_gas,29.0
Nebraska City # 1,Nebraska,40.6806,-95.8475,Natural_gas,21.6
Syracuse # 2,Syracuse,40.6756,-96.177778,Natural_gas,3.2
Hallam,Hallam,40.558652,-96.786177,Natural_gas,42.5
North Omaha,Omaha,41.32909,-95.94466,Natural_gas,241.6
Sarpy County,Bellevue,41.170594,-95.970603,Natural_gas,316.5
Oxford (NE),Oxford,40.2581,-99.6108,Natural_gas,3.0
Pender,Pender,42.114742,-96.705431,Natural_gas,4.5
Sidney (NE),Sidney,41.145634,-102.977836,Natural_gas,3.5
Wahoo,Wahoo,41.211797999999995,-96.61155,Natural_gas,13.2
Wakefield,Wakefield,42.2691,-96.8621,Natural_gas,3.2
West Point Municipal,West Point,41.844936,-96.71345,Natural_gas,4.4
Clark (NVE),Las Vegas,36.0875,-115.0507,Natural_gas,1141.0
Fort Churchill,Yerington,39.1281,-119.1322,Natural_gas,226.0
Tracy,Sparks,39.5625,-119.525,Natural_gas,897.6
Carlls Corner,Upper Deerfield Twp,39.4547,-75.2014,Natural_gas,78.6
Sayreville,Sayreville,40.476525,-74.352336,Natural_gas,200.0
Gilbert,Milford,40.565833000000005,-75.163889,Natural_gas,294.0
Bergen Generating Station,Ridgefield,40.8375,-74.0244,Natural_gas,1229.0
PSEG Burlington Generating Station,Burlington,40.076611,-74.879172,Natural_gas,168.0
PSEG Essex Generating Station,Newark,40.7372,-74.1206,Natural_gas,81.0
PSEG Kearny Generating Station,Kearny,40.737283000000005,-74.096464,Natural_gas,459.4
PSEG Linden Generating Station,Linden,40.6217,-74.2072,Natural_gas,1566.2
PSEG Sewaren Generating Station,Sewaren,40.5558,-74.2469,Natural_gas,524.5
Howard Down,Vineland,39.4889,-75.0347,Natural_gas,55.0
Rio Grande,SunLand Park,31.8047,-106.5472,Natural_gas,323.0
Maddox, Hobbs,32.714224,-103.301469,Natural_gas,183.0
Reeves,Albuquerque,35.171,-106.6019,Natural_gas,154.0
Cunningham,Hobbs,32.7131,-103.3533,Natural_gas,463.0
Animas,Farmington,36.725138,-108.19202,Natural_gas,17.0
Algodones,Algodones,35.384444,-106.46416699999999,Natural_gas,45.0
Danskammer Generating Station,Newburgh,41.571247,-73.974981,Natural_gas,495.8
West Coxsackie,Coxsackie,42.350889,-73.815798,Natural_gas,19.6
Arthur Kill Generating Station,Staten Island,40.591564,-74.200035,Natural_gas,872.4
East River,New York,40.7281,-73.9742,Natural_gas,635.6
Gowanus Gas Turbines Generating,Brooklyn,40.6635,-74.0051,Natural_gas,283.3
Narrows Gas Turbines Generating,Brooklyn,40.648610999999995,-74.020833,Natural_gas,289.4
Ravenswood,Long Island,40.759167,-73.946111,Natural_gas,2298.9
59th Street,New York,40.771285,-73.99115,Natural_gas,15.5
E F Barrett,Island Park,40.616689,-73.64788100000001,Natural_gas,668.2
Northport,Northport,40.923565,-73.342323,Natural_gas,1580.7
Port Jefferson,Port Jefferson,40.949696,-73.078507,Natural_gas,461.4
Greenidge Generation LLC,Dresden,42.6789,-76.9483,Natural_gas,104.5
Bethlehem Energy Center,Glenmont,42.594196000000004,-73.763752,Natural_gas,814.6
Bowline Point,West Haverstraw,41.2044,-73.9689,Natural_gas,1137.0
Hillburn,Hillburn,41.1269,-74.1653,Natural_gas,33.1
Shoemaker,Middletown,41.4278,-74.4186,Natural_gas,33.0
Plant No 2 Freeport,Freeport,40.6447,-73.5683,Natural_gas,49.0
S A Carlson,Jamestown,42.0933,-79.2478,Natural_gas,87.0
Charles P Keller,Rockville Centre,40.658333,-73.640556,Natural_gas,28.8
Asheville,Arden,35.4731,-82.5417,Natural_gas,766.2
Buck,Salisbury,35.7133,-80.3767,Natural_gas,668.0
Dan River,Eden,36.4862,-79.7208,Natural_gas,662.0
R M Heskett,Mandan,46.8669,-100.8836,Natural_gas,88.0
Dicks Creek,Monroe,39.465,-84.3778,Natural_gas,136.2
Frank M Tait,Moraine,39.727249,-84.211084,Natural_gas,261.6
O H Hutchings,Miamisburg,39.6088,-84.2921,Natural_gas,25.3
Yankee Street,Centerville,39.603,-84.2047,Natural_gas,115.9
FirstEnergy West Lorain,Lorain,41.429444000000004,-82.264444,Natural_gas,425.0
Richland,Defiance,41.305203000000006,-84.334622,Natural_gas,358.0
Bryan (OH),Bryan,41.471821999999996,-84.543148,Natural_gas,29.0
Collinwood,Cleveland,41.556867,-81.58796,Natural_gas,16.0
West 41st Street,Cleveland,41.474,-81.7145,Natural_gas,32.0
Dover,Dover,40.520066,-81.46815,Natural_gas,15.3
Hamilton (OH),Hamilton,39.4098,-84.5543,Natural_gas,123.0
Oberlin (OH),Oberlin,41.2836,-82.2194,Natural_gas,17.4
Orrville,Orrville,40.850964000000005,-81.765764,Natural_gas,23.0
St Marys,St. Marys,40.5458,-84.3889,Natural_gas,10.4
Horseshoe Lake,Harrah,35.50866,-97.17969000000001,Natural_gas,862.0
Muskogee,Fort Gibson,35.76135,-95.28732,Natural_gas,990.5
Mustang,Oklahoma City,35.469879999999996,-97.67498,Natural_gas,465.0
Seminole,Konowa,34.96645,-96.7258,Natural_gas,1315.0
Northeastern,Oologah,36.4317,-95.7008,Natural_gas,906.0
Southwestern,Anadarko,35.1009,-98.3524,Natural_gas,603.0
Tulsa,Tulsa,36.116492,-95.990974,Natural_gas,305.0
Weleetka,Weleetka,35.3233,-96.1352,Natural_gas,108.0
Kingfisher,Kingfisher,35.8575,-97.9277,Natural_gas,8.7
Mangum,Mangum,34.8836,-99.5022,Natural_gas,5.4
Anadarko Plant,Anadarko,35.0847,-98.23,Natural_gas,485.0
Mooreland,Mooreland,36.43725,-99.22543,Natural_gas,322.0
Brunot Island,Pittsburg,40.464851,-80.043761,Natural_gas,244.0
Blossburg,Blossburg,41.706475,-77.08184,Natural_gas,19.0
Shawville,Shawville,41.06755,-78.366228,Natural_gas,589.7
Warren,Warren,41.835947,-79.188668,Natural_gas,50.1
New Castle Plant,West Pittsburg,40.937939,-80.369007,Natural_gas,305.0
Brunner Island,York Haven,40.096111,-76.6962,Natural_gas,669.0
TalenEnergy Martins Creek,Bangor,40.797762,-75.105416,Natural_gas,1795.9
Eddystone Generating Station,Eddystone,39.858000000000004,-75.32300000000001,Natural_gas,760.0
Hunlock Power Station,Hunlok Creek,41.200556,-76.07,Natural_gas,125.4
Manchester Street,Providence,41.8167,-71.4042,Natural_gas,468.0
Darlington County,Hartsville,34.4185,-80.1657,Natural_gas,381.0
W S Lee,Williamston,34.6022,-82.435,Natural_gas,1040.0
Coit GT,Columbia,33.980253999999995,-81.04066999999999,Natural_gas,26.0
Hagood,Charleston Heights,32.8265,-79.9634,Natural_gas,126.0
McMeekin,Columbia,34.0556,-81.2172,Natural_gas,250.0
Parr GT,Jenkinsville,34.2642,-81.3308,Natural_gas,60.0
Urquhart,Beech Island,33.435,-81.9111,Natural_gas,639.0
Williams,Goose Creek,33.0158,-79.9297,Natural_gas,40.0
Ben French,Rapid City,44.087235,-103.260959,Natural_gas,68.0
Aberdeen CT,Aberdeen,45.429884,-98.49396,Natural_gas,52.0
Huron,Huron,44.369507,-98.17223,Natural_gas,54.7
Allen,Memphis,35.074087,-90.14868,Natural_gas,1479.3
Gallatin (TN),Gallatin,36.3156,-86.4006,Natural_gas,579.6
John Sevier,Rogersville,36.3767,-82.9639,Natural_gas,878.0
Johnsonville,New Johnsonville,36.0278,-87.9861,Natural_gas,1044.8
Laredo,Laredo,27.5667,-99.5089,Natural_gas,177.4
Nueces Bay,Corpus Christi,27.819412,-97.419203,Natural_gas,633.0
Victoria,Victoria,28.7883,-97.01,Natural_gas,300.0
Lake Hubbard,Sunnyvale,32.8358,-96.5458,Natural_gas,915.0
Mountain Creek,Dallas,32.7231,-96.9358,Natural_gas,808.0
Newman,El Paso,31.983587,-106.431777,Natural_gas,741.0
Lewis Creek,Willis,30.4356,-95.5214,Natural_gas,505.1
Sabine,Orange,30.0242,-93.87799999999999,Natural_gas,1604.1
Cedar Bayou,Baytown,29.75,-94.9256,Natural_gas,1495.0
Greens Bayou,Houston,29.822201,-95.219429,Natural_gas,760.0
Sam Bertron,Laporte,29.726775,-95.059827,Natural_gas,765.0
T H Wharton,Houston,29.9417,-95.5306,Natural_gas,1025.0
W A Parish,Thompsons,29.4828,-95.6311,Natural_gas,1176.0
Knox Lee,Longview,32.3766,-94.6415,Natural_gas,398.0
Lone Star,Lone Star,32.9215,-94.7226,Natural_gas,50.0
Wilkes,Avinger,32.848163,-94.547986,Natural_gas,883.0
Jones,Lubbock,33.5239,-101.7392,Natural_gas,820.0
Nichols,Amarillo,35.283357,-101.746423,Natural_gas,457.0
Plant X,Earth,34.1661,-102.4114,Natural_gas,411.0
Graham,Graham,33.1344,-98.6117,Natural_gas,624.0
Handley,Fort Worth,32.7283,-97.2192,Natural_gas,1265.0
Morgan Creek,Colorado City,32.3358,-100.9156,Natural_gas,402.0
Permian Basin,Monahans,31.5839,-102.9633,Natural_gas,321.0
Stryker Creek,Jacksonville,31.93985,-94.989834,Natural_gas,669.0
Trinidad (TX),Trinidad,32.124519,-96.101277,Natural_gas,235.0
Decker Creek,Austin,30.3033,-97.6128,Natural_gas,932.0
Silas Ray,Brownsville,25.9131,-97.5214,Natural_gas,107.0
Bryan (TX),Bryan,30.647409999999997,-96.372316,Natural_gas,21.0
Ray Olinger,Navada,33.068055,-96.452481,Natural_gas,395.0
Sim Gideon,Bastrop,30.1456,-97.2708,Natural_gas,607.0
Ty Cooke,Lubbock,33.5211,-101.7906,Natural_gas,120.0
J Robert Massengale,Lubock,33.6039,-101.8408,Natural_gas,74.0
Leon Creek,San Antonio,29.3525,-98.5761,Natural_gas,184.0
O W Sommers,San Antonio,29.308056,-98.3242,Natural_gas,830.0
V H Braunig,Elmendorf,29.2567,-98.3825,Natural_gas,1050.0
R W Miller,Palo Pinto,32.6581,-98.3103,Natural_gas,574.0
Pearsall,Pearsall,28.9275,-99.0919,Natural_gas,201.6
Sam Rayburn,Nursery,28.8947,-97.135,Natural_gas,205.0
Gadsby,Salt Lake City,40.7686,-111.9289,Natural_gas,354.5
Bountiful City,Bountiful,40.886866999999995,-111.885332,Natural_gas,27.2
Clinch River,Cleveland,36.9333,-82.1997,Natural_gas,460.0
Chesterfield,Chester,37.3822,-77.3833,Natural_gas,392.0
Possum Point,Dumfries,38.5367,-77.2806,Natural_gas,559.0
Bay Front,Ashland,46.587222,-90.9017,Natural_gas,23.0
Fitchburg,Madison,43.0147,-89.4603,Natural_gas,32.4
Blount Street,Madison,43.0789,-89.3744,Natural_gas,94.3
Sycamore (WI),Madison,43.1133,-89.3128,Natural_gas,28.3
Wheaton,Eau Claire,44.885416,-91.515833,Natural_gas,186.0
Port Washington Generating Station,Port Washington,43.3842,-87.8689,Natural_gas,1204.3
Valley (WI),Milwaukee,43.0303,-87.9233,Natural_gas,262.6
Rock River,Beloit,42.583094,-89.025915,Natural_gas,114.6
Sheepskin,Edgerton,42.8347,-89.110833,Natural_gas,27.2
Pulliam,Green Bay,44.54,-88.0086,Natural_gas,80.1
West Marinette,Peshtigo,45.0869,-87.6881,Natural_gas,154.0
Weston,Rothschild,44.8606,-89.6553,Natural_gas,110.5
Arcadia Electric,Arcadia,44.2524,-91.5034,Natural_gas,6.0
Cashton,Cashton,43.742874,-90.780325,Natural_gas,1.1
Cumberland (WI),Cumberland,45.5336,-92.0224,Natural_gas,11.8
Kaukauna Gas Turbine,Kaukauna,44.276199,-88.265445,Natural_gas,15.8
Powerlane Plant,Greenville,33.1707,-96.1264,Natural_gas,106.6
Logan City,Logan,41.725833,-111.8433,Natural_gas,13.5
Walnut,Turlock,37.4903,-120.9044,Natural_gas,47.0
Spencer,Denton,33.1975,-97.1061,Natural_gas,122.0
Thomas C Ferguson,Marble Falls,30.558000000000003,-98.3705,Natural_gas,516.0
Barney M Davis,Corpus Christi,27.6064,-97.3117,Natural_gas,933.0
Riverside (OK),Jenks,35.9978,-95.9567,Natural_gas,1067.0
Cumberland (NJ),Millville,39.3757,-74.9654,Natural_gas,183.1
Olive,Burbank,34.1764,-118.3147,Natural_gas,99.0
Belle River,China Twp,42.7756,-82.495,Natural_gas,224.0
Greenwood (MI),Avoca,43.1056,-82.6964,Natural_gas,1009.0
Manatee,Parrish,27.6058,-82.3456,Natural_gas,1223.5
Martin,Indiantown,27.0536,-80.5628,Natural_gas,2209.0
DeBary,DeBary,28.903863,-81.332329,Natural_gas,237.0
Big Cajun 2,New Roads,30.7261,-91.3692,Natural_gas,575.0
Cascade Creek,Rochester,44.0322,-92.4908,Natural_gas,77.4
Coachella,Coachella,33.6758,-116.1714,Natural_gas,81.6
Electrifarm,Waterloo,42.4407,-92.4205,Natural_gas,182.7
Nearman Creek,Kansas,39.1681,-94.6975,Natural_gas,76.0
Trimble County,Bedford,38.5847,-85.4117,Natural_gas,954.0
Victor J Daniel Jr,Escatawpa,30.5322,-88.5553,Natural_gas,1081.0
Greenwood (MO),Greenwood,38.8615,-94.2982,Natural_gas,242.1
